Meet a hermit crab at the Touch Tank,Environment Gallery,2016-08-21,15:15,30
The Illuminating Light Show – LIVE,Science Stage,2016-08-21,16:00,30
Animal Encounter,Environment Gallery,2016-08-21,16:00,45
Arcs and Sparks - LIVE,Science Stage,2016-08-21,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-27,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-27,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-27,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-27,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-27,13:00:00,45
Exploration Station: Forensics,Bridge,2016-08-27,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-27,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-27,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-27,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-27,14:30,75
Exploration Station,Discoveryland,2016-08-27,14:45:00,60
Exploration Station,Body Fantastic,2016-08-27,13:15,90
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-27,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-27,15:00:00,45
Animal Encounter,Environment Gallery,2016-08-27,15:45,60
The Illuminating Light Show – LIVE,Science Stage,2016-08-27,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-27,16:00:00,45
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-27,16:30:00,30
Arcs and Sparks - LIVE,Science Stage,2016-08-27,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-28,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-28,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-28,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-28,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-28,13:00:00,45
Exploration Station: Forensics,Bridge,2016-08-28,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-28,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-28,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-28,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-28,14:30,75
Exploration Station,Discoveryland,2016-08-28,14:45:00,60
Exploration Station,Body Fantastic,2016-08-28,13:15,90
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-28,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-28,15:00:00,45
Animal Encounter,Environment Gallery,2016-08-28,15:45,60
The Illuminating Light Show – LIVE,Science Stage,2016-08-28,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-28,16:00:00,45
Meet a shrimp at the Touch Tank,Environment Gallery,2016-08-28,15:15,30
Arcs and Sparks - LIVE,Science Stage,2016-08-28,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-09-03,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-09-03,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-09-03,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-09-03,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-09-03,13:00:00,45
Exploration Station: Forensics,Bridge,2016-09-03,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-09-03,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-09-03,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-09-03,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-09-03,14:30,75
Exploration Station,Discoveryland,2016-09-03,14:45:00,60
Exploration Station,Body Fantastic,2016-09-03,13:15,90
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-09-03,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-09-03,15:00:00,45
Animal Encounter,Environment Gallery,2016-09-03,15:30:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-09-03,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-09-03,16:00:00,45
Science on a Sphere Show – LIVE,Environment Gallery,2016-09-03,16:30:00,30
Arcs and Sparks - LIVE,Science Stage,2016-09-03,17:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-09-04,13:00:00,30
Exploration Station: Forensics,Bridge,2016-09-04,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-09-04,13:45:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-09-04,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-09-04,14:30,75
Exploration Station,Discoveryland,2016-09-04,14:45:00,60
Exploration Station,Body Fantastic,2016-09-04,15:00,90
Animal Encounter,Environment Gallery,2016-09-04,15:30:00,30
Storytime (Ages 8 and under),Discoveryland,2016-07-28,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-07-28,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-28,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-07-28,13:00:00,30
Exploration Station: Forensics,Bridge,2016-07-28,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-28,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-07-28,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-07-28,14:30,75
Exploration Station,Body Fantastic,2016-07-28,13:15,90
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-07-28,15:00:00,30
Animal Encounter,Environment Gallery,2016-07-28,15:30:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-07-28,16:00,30
Arcs and Sparks - LIVE,Science Stage,2016-07-28,17:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-28,16:30:00,30
Storytime (Ages 8 and under),Discoveryland,2016-07-27,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-07-27,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-27,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-07-27,13:00:00,30
Exploration Station,Body Fantastic,2016-07-27,13:15,90
Exploration Station: Forensics,Bridge,2016-07-27,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-27,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-07-27,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-07-27,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-07-27,15:00:00,30
Animal Encounter,Environment Gallery,2016-07-27,15:30:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-07-27,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-27,16:30:00,30
Arcs and Sparks - LIVE,Science Stage,2016-07-27,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-07-29,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-07-29,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-29,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-07-29,13:00:00,30
Exploration Station,Body Fantastic,2016-07-29,13:15,90
Exploration Station: Forensics,Bridge,2016-07-29,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-29,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-07-29,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-07-29,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-07-29,15:00:00,30
Animal Encounter,Environment Gallery,2016-07-29,15:30:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-07-29,16:00,30
Arcs and Sparks - LIVE,Science Stage,2016-07-29,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-01,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-01,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-01,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-01,13:00:00,30
Exploration Station,Body Fantastic,2016-08-01,13:15,90
Exploration Station: Forensics,Bridge,2016-08-01,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-01,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-01,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-01,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-01,15:00:00,30
Animal Encounter,Lobby,2016-08-01,16:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-08-01,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-01,15:15,30
Arcs and Sparks - LIVE,Science Stage,2016-08-01,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-03,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-03,12:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-03,13:00:00,30
Exploration Station,Body Fantastic,2016-08-03,13:15,90
Watermelon Science,Bridge,2016-08-03,10:45,210
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-03,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-03,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-03,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-03,15:00:00,30
Animal Encounter,IMAX Theatre,2016-08-03,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-03,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-03,15:15,30
Arcs and Sparks - LIVE,Science Stage,2016-08-03,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-04,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-04,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-04,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-04,13:00:00,30
Exploration Station,Body Fantastic,2016-08-04,13:15,90
Exploration Station: Forensics,Bridge,2016-08-04,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-04,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-04,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-04,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-04,15:00:00,30
Animal Encounter,IMAX Theatre,2016-08-04,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-04,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-04,15:15,30
Arcs and Sparks - LIVE,Science Stage,2016-08-04,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-05,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-05,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-05,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-05,13:00:00,30
Exploration Station,Body Fantastic,2016-08-05,13:15,90
Exploration Station: Forensics,Bridge,2016-08-05,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-05,13:45:00,30
Arcs and Sparks – LIVE,Science Stage,2016-08-05,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-05,14:30,75
Fire and Fury – LIVE,Science Stage,2016-08-05,15:00:00,30
Cryogenics: The Ultimate in Cool  – LIVE,Science Stage,2016-08-05,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-05,16:30:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-02,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-02,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-02,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-02,13:00:00,30
Exploration Station,Body Fantastic,2016-08-02,13:15,90
Exploration Station: Forensics,Bridge,2016-08-02,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-02,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-02,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-02,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-02,15:00:00,30
Animal Encounter,IMAX Theatre,2016-08-02,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-02,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-02,15:15,30
Arcs and Sparks - LIVE,Science Stage,2016-08-02,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-07-25,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-07-25,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-25,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-07-25,13:00:00,30
Exploration Station,Body Fantastic,2016-07-25,13:15,90
Exploration Station: Forensics,Bridge,2016-07-25,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-25,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-07-25,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-07-25,14:30,75
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-07-25,15:00:00,30
Animal Encounter,Environment Gallery,2016-07-25,15:30:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-07-25,16:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-07-25,16:30:00,30
Arcs and Sparks - LIVE,Science Stage,2016-07-25,17:00,30
Touch Tank,Environment Gallery,2016-07-29,13:00:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-05,15:15,30
Animal Encounter,IMAX Theatre,2016-08-05,15:45,45
Storytime (Ages 8 and under),Discoveryland,2016-08-08,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-08,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-08,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-08,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-08,13:00:00,45
Exploration Station,Body Fantastic,2016-08-08,13:15,90
Exploration Station: Forensics,Bridge,2016-08-08,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-08,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-08,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-08,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-08,14:30,75
Exploration Station,Discoveryland,2016-08-08,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-08,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-08,15:00:00,45
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-08,15:15,30
Animal Encounter,IMAX Theatre,2016-08-08,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-08,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-08,16:00:00,45
Arcs and Sparks - LIVE,Science Stage,2016-08-08,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-09,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-09,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-09,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-09,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-09,13:00:00,45
Exploration Station,Body Fantastic,2016-08-09,13:15,90
Exploration Station: Forensics,Bridge,2016-08-09,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-09,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-09,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-09,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-09,14:30,75
Exploration Station,Discoveryland,2016-08-09,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-09,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-09,15:00:00,45
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-09,15:15,30
Animal Encounter,IMAX Theatre,2016-08-09,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-09,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-09,16:00:00,45
Arcs and Sparks - LIVE,Science Stage,2016-08-09,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-10,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-10,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-10,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-10,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-10,13:00:00,45
Exploration Station,Body Fantastic,2016-08-10,13:15,90
Exploration Station: Forensics,Bridge,2016-08-10,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-10,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-10,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-10,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-10,14:30,75
Exploration Station,Discoveryland,2016-08-10,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-10,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-10,15:00:00,45
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-10,15:15,30
Animal Encounter,IMAX Theatre,2016-08-10,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-10,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-10,16:00:00,45
Arcs and Sparks - LIVE,Science Stage,2016-08-10,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-11,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-11,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-11,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-11,13:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-11,13:00:00,45
Exploration Station,Body Fantastic,2016-08-11,13:15,90
Exploration Station: Forensics,Bridge,2016-08-11,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-11,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-11,14:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-11,14:00:00,45
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-11,14:30,75
Exploration Station,Discoveryland,2016-08-11,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-11,15:00:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-11,15:00:00,45
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-11,15:15,30
Animal Encounter,IMAX Theatre,2016-08-11,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-11,16:00,30
Robotics Mission: Program a LEGO Robot,Robotics Lab,2016-08-11,16:00:00,45
Touch Tank,Environment Gallery,2016-08-04,13:00:00,30
Touch Tank Visit,Environment Gallery,2016-08-05,13:00:00,30
Touch Tank Visit,Environment Gallery,2016-08-06,13:00:00,30
Meet Stanley!,Bridge,2016-08-07,11:00:00,30
Touch Tank Visit,Environment Gallery,2016-08-07,13:00:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-12,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-12,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-12,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-12,13:00:00,30
Exploration Station,Body Fantastic,2016-08-12,13:15,90
Exploration Station: Forensics,Bridge,2016-08-12,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-12,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-12,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-12,14:30,75
Exploration Station,Discoveryland,2016-08-12,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-12,15:00:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-12,15:15,30
Animal Encounter,IMAX Theatre,2016-08-12,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-12,16:00,30
Arcs and Sparks - LIVE,Science Stage,2016-08-12,17:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-13,15:15,30
Animal Encounter,IMAX Theatre,2016-08-13,15:45,45
Science Challenge - LIVE,Science Stage,2016-08-14,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-14,12:15:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-14,15:15,30
Animal Encounter,IMAX Theatre,2016-08-14,15:45,45
Storytime (Ages 8 and under),Discoveryland,2016-08-15,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-15,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-15,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-15,13:00:00,30
Exploration Station,Body Fantastic,2016-08-15,13:15,90
Exploration Station: Forensics,Bridge,2016-08-15,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-15,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-15,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-15,15:15,60
Exploration Station,Discoveryland,2016-08-15,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-15,15:00:00,30
Animal Encounter,IMAX Theatre,2016-08-15,16:00,30
The Illuminating Light Show – LIVE,Science Stage,2016-08-15,16:00,30
Arcs and Sparks - LIVE,Science Stage,2016-08-15,17:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-16,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-16,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-16,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-16,13:00:00,30
Exploration Station,Body Fantastic,2016-08-16,13:15,90
Exploration Station: Forensics,Bridge,2016-08-16,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-16,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-16,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-16,14:30,75
Exploration Station,Discoveryland,2016-08-16,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-16,15:00:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-16,15:15,30
Animal Encounter,IMAX Theatre,2016-08-16,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-16,16:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-17,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-17,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-17,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-17,13:00:00,30
Exploration Station,Body Fantastic,2016-08-17,13:15,90
Exploration Station: Forensics,Bridge,2016-08-17,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-17,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-17,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-17,14:30,75
Exploration Station,Discoveryland,2016-08-17,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-17,15:00:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-17,15:15,30
Animal Encounter,IMAX Theatre,2016-08-17,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-17,16:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-18,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-18,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-18,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-18,13:00:00,30
Exploration Station,Body Fantastic,2016-08-18,13:15,90
Exploration Station: Forensics,Bridge,2016-08-18,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-18,13:45:00,30
Thermal Theatrics – LIVE,Science Stage,2016-08-18,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-18,14:30,75
Exploration Station,Discoveryland,2016-08-18,14:45:00,60
Spectacular Spectrum – LIVE,Science Stage,2016-08-18,15:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-18,15:15,30
Animal Encounter,IMAX Theatre,2016-08-18,15:45,45
Science Ice-Cream – LIVE,Science Stage,2016-08-18,16:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-19,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-19,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-19,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-19,13:00:00,30
Exploration Station,Body Fantastic,2016-08-19,13:15,90
Exploration Station: Forensics,Bridge,2016-08-19,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-19,13:45:00,30
Thermal Theatrics – LIVE,Science Stage,2016-08-19,14:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-19,14:30,75
Exploration Station,Discoveryland,2016-08-19,14:45:00,60
Spectacular Spectrum – LIVE,Science Stage,2016-08-19,15:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-19,15:15,30
Animal Encounter,IMAX Theatre,2016-08-19,15:45,45
Science Ice-Cream! – LIVE,Science Stage,2016-08-19,16:00,30
Surprise Visit,Bridge,2016-08-16,10:45:00,30
Surprise Visit,Bridge,2016-08-18,10:45:00,30
Surprise Visit,Bridge,2016-08-17,10:45:00,30
Surprise Visit,Bridge,2016-08-19,10:45:00,30
Surprise Visit,Bridge,2016-08-22,10:45:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-22,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-22,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-22,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-22,13:00:00,30
Exploration Station,Body Fantastic,2016-08-22,13:15,90
Exploration Station: Forensics,Bridge,2016-08-22,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-22,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-22,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-22,14:30,75
Exploration Station,Discoveryland,2016-08-22,14:45:00,60
Cryogenics: The Ultimate in Cool – LIVE,Science Stage,2016-08-22,15:00:00,30
Explore invertebrates at the Touch Tank,Environment Gallery,2016-08-22,15:15,30
Animal Encounter,IMAX Theatre,2016-08-22,15:45,45
The Illuminating Light Show – LIVE,Science Stage,2016-08-22,16:00,30
Arcs and Sparks - LIVE,Science Stage,2016-08-22,17:00,30
Surprise Visit,Bridge,2016-08-23,10:45:00,30
Storytime (Ages 8 and under),Discoveryland,2016-08-23,11:00:00,30
Science Challenge - LIVE,Science Stage,2016-08-23,12:00,30
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-23,12:15:00,30
Super Duper Chemistry – LIVE,Science Stage,2016-08-23,13:00:00,30
Exploration Station,Body Fantastic,2016-08-23,13:15,90
Exploration Station: Forensics,Bridge,2016-08-23,13:30,120
Science on a Sphere Show – LIVE,Environment Gallery,2016-08-23,13:45:00,30
Fire and Fury – LIVE,Science Stage,2016-08-23,14:00:00,30
Take a spin on the Multi-Axis Trainer,Body Fantastic,2016-08-23,14:30,75
Exploration Station,Discoveryland,2016-08-23,14:45:00,60
